자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간,이용거리
SPB-31707,2020-04-30 23:23,113,홍대입구역 2번출구 앞,0,2020-05-01 0:00,421,마포구청 앞,0,36,0
SPB-13960,2020-04-30 23:36,1835,STX V타워,8,2020-05-01 0:00,1822,서울 시흥동우체국 앞,5,23,4860
SPB-23175,2020-04-30 23:34,2025,흑석역 1번출구,2,2020-05-01 0:00,272,당산육갑문,10,24,6700
SPB-30615,2020-04-30 23:52,457,종로꽃시장 입구 옆,0,2020-05-01 0:00,356,KT혜화지사 앞,0,8,0
SPB-30150,2020-04-30 23:23,113,홍대입구역 2번출구 앞,0,2020-05-01 0:00,421,마포구청 앞,0,37,0
SPB-31756,2020-04-30 23:51,1512,강북중학교 앞,0,2020-05-01 0:00,1519,세븐일레븐 수유장미원점 앞,0,9,0
SPB-31400,2020-04-30 21:44,2177,신대방역 2번 출구,0,2020-05-01 0:00,2170,조원동서울본병원,0,136,0
SPB-32649,2020-04-30 23:45,608,전농삼성아파트,0,2020-05-01 0:00,657,동대문롯데캐슬아파트 앞,0,14,0
SPB-33683,2020-04-30 23:47,2032,이수역 11번출구쪽,0,2020-05-01 0:00,2221,하나은행 방배동지점 앞,0,12,0
SPB-12212,2020-04-30 23:47,150,서강대역 2번출구 앞,7,2020-05-01 0:00,115,사루비아 빌딩 앞,1,12,1140
SPB-20421,2020-04-30 23:41,1108,공항시장역 2번출구 뒤,1,2020-05-01 0:00,1197,엘펠리체 호텔 건너편,5,17,2350
SPB-31625,2020-04-30 22:33,1231,잠실역 6번출구,0,2020-05-01 0:00,1231,잠실역 6번출구,0,87,0
SPB-08011,2020-04-30 23:28,2185,대학동 고시촌,3,2020-05-01 0:00,2139,서울신성초등학교,5,31,4520
SPB-11944,2020-04-30 23:50,2107,도림천 신화교,15,2020-05-01 0:00,2136,신림역 8번출구,3,9,1230
SPB-32037,2020-04-30 23:51,150,서강대역 2번출구 앞,0,2020-05-01 0:00,122,신성기사식당 앞,0,9,0
SPB-15899,2020-04-30 23:37,1009,천호역4번출구(현대백화점),2,2020-05-01 0:00,1264,천호역 10번 출구 앞,6,22,0
SPB-32654,2020-04-30 23:53,457,종로꽃시장 입구 옆,0,2020-05-01 0:00,356,KT혜화지사 앞,0,7,0
SPB-05942,2020-04-30 23:10,1160,양천향교역 7번출구앞,11,2020-05-01 0:00,1160,양천향교역 7번출구앞,2,49,9710
SPB-31384,2020-04-30 23:51,1061,천호초교 입구 사거리(일주빌딩),0,2020-05-01 0:00,1009,천호역4번출구(현대백화점),0,9,0
SPB-32215,2020-04-30 23:49,574,아차산역4번출구,0,2020-05-01 0:00,3535,중곡사거리(국민은행),0,11,0
SPB-31269,2020-04-30 23:38,2183,동방1교,0,2020-05-01 0:00,2183,동방1교,0,22,0
SPB-32468,2020-04-30 23:32,787,양천아파트 입구,0,2020-05-01 0:00,716,신정6동 주민센터 인근,0,28,0
SPB-31326,2020-04-30 23:08,207,여의나루역 1번출구 앞,0,2020-05-01 0:00,1158,가양역 8번출구,0,52,0
SPB-32778,2020-04-30 22:57,249,여의도중학교 옆,0,2020-05-01 0:00,1160,양천향교역 7번출구앞,0,63,0
SPB-19838,2020-04-30 23:13,765,오목교역 3번출구,6,2020-05-01 0:00,749,이대 목동병원 앞,2,42,6860
SPB-20652,2020-04-30 23:38,745,강서초등학교,5,2020-05-01 0:00,704,남부법원검찰청 교차로,7,21,2690
SPB-10061,2020-04-30 23:55,1933,개봉푸르지오아파트 상가,3,2020-05-01 0:00,1929,고척근린공원 고척도서관 앞,1,4,550
SPB-31959,2020-04-30 22:56,249,여의도중학교 옆,0,2020-05-01 0:00,1160,양천향교역 7번출구앞,0,63,0
SPB-20216,2020-04-30 23:26,340,혜화동 로터리,3,2020-05-01 0:00,367,독립문역 3-1번출구,8,31,5430
SPB-19361,2020-04-30 23:52,525,한양대병원사거리,17,2020-05-01 0:00,579,마장역 4번출구,7,8,800
SPB-31102,2020-04-30 23:08,207,여의나루역 1번출구 앞,0,2020-05-01 0:00,1158,가양역 8번출구,0,52,0
SPB-32296,2020-04-30 23:04,249,여의도중학교 옆,0,2020-05-01 0:00,1160,양천향교역 7번출구앞,0,55,0
SPB-20796,2020-04-30 23:38,116,일진아이윌아파트 옆,5,2020-05-01 0:00,145,공덕역 5번출구,4,21,3650
SPB-14700,2020-04-30 23:44,1268,몽촌토성역 1번출구 옆,4,2020-05-01 0:00,1009,천호역4번출구(현대백화점),1,15,2930
SPB-21572,2020-04-30 22:50,1188,롯데중앙연구소,4,2020-05-01 0:00,1180,마곡엠밸리 15단지(1502동) 건너편,7,64,13910
SPB-33728,2020-04-30 23:01,2111,서울대입구역 1번출구,0,2020-05-01 0:00,1961,신도림테크노근린공원,0,59,0
SPB-34362,2020-04-30 23:46,222,시범아파트버스정류장 옆,0,2020-05-01 0:00,259,대방역6번출구,0,13,0
SPB-31762,2020-04-30 23:47,222,시범아파트버스정류장 옆,0,2020-05-01 0:00,259,대방역6번출구,0,13,0
SPB-13581,2020-04-30 23:09,839,보광동 삼성리버빌아파트 앞,3,2020-05-01 0:00,2038,동작역 7번출구,2,50,0
SPB-23148,2020-04-30 23:48,551,구의삼성쉐르빌 앞,6,2020-05-01 0:00,504,신자초교입구교차로,8,12,1770
SPB-13880,2020-04-30 23:02,1173,강서구청사거리(SH타워),3,2020-05-01 0:00,1173,강서구청사거리(SH타워),3,57,9350
SPB-06075,2020-04-30 23:25,1222,잠실새내역 5번 출구 뒤,5,2020-05-01 0:00,1299,송파소방서 (방이119안전센터),4,34,0
SPB-13832,2020-04-30 23:27,348,독립문역 사거리,11,2020-05-01 0:00,931,역촌파출소,16,32,6750
SPB-10252,2020-04-30 23:47,1402,금란주차장 앞,6,2020-05-01 0:00,1447,면목역 3번출구,9,12,2000
SPB-11201,2020-04-30 23:49,2140,신림1교 교차로,1,2020-05-01 0:00,2183,동방1교,4,10,1200
SPB-32225,2020-04-30 23:54,703,오목교역 7번출구 앞,0,2020-05-01 0:00,708,서울출입국관리사무소 앞,0,6,0
SPB-32408,2020-04-30 23:30,1355,보문2교,0,2020-05-01 0:00,1355,보문2교,0,30,0
SPB-34227,2020-04-30 23:27,418,월드컵경기장역 3번출구 옆,0,2020-05-01 0:00,911,은평평화공원(역촌역4번출구),0,33,0
SPB-13427,2020-04-30 23:40,1957,구일고등학교 정문,12,2020-05-01 0:00,1851,가산디지털단지 7번출구,3,19,2370
SPB-30324,2020-04-30 23:05,249,여의도중학교 옆,0,2020-05-01 0:00,293,충북 미래관,0,55,0
SPB-23023,2020-04-30 23:52,3504,원일교회,5,2020-05-01 0:00,3536,중앙농협(자양동),3,7,940
SPB-32617,2020-04-30 23:55,1251,석촌역 2번출구,0,2020-05-01 0:00,1211,방이삼거리,0,5,0
SPB-31015,2020-04-30 23:37,1337,돈암성당 옆,0,2020-05-01 0:00,1346,길음8골어린이공원 옆,0,23,0
SPB-21876,2020-04-30 23:31,147,마포역 4번출구 뒤,5,2020-05-01 0:00,130,신촌역(2호선) 7번출구 앞,5,29,2860
SPB-32078,2020-04-30 23:22,1407,먹골역 1번출구 뒤,0,2020-05-01 0:00,1454,한국전력공사(동대문 중랑지사),0,38,0
SPB-33250,2020-04-30 22:24,1332,석계역 5번출구 건너편,0,2020-05-01 0:00,1663,동해문화예술관앞,0,96,0
SPB-33022,2020-04-30 23:38,1401,극동늘푸른아파트,0,2020-05-01 0:00,634,외국어대 정문 앞,0,23,0
SPB-17886,2020-04-30 23:48,1178,개화산역 2번 출구,7,2020-05-01 0:00,1188,롯데중앙연구소,8,11,0
SPB-33450,2020-04-30 23:43,663,외대앞역 4번출구,0,2020-05-01 0:00,627,장안동삼거리 교통섬,0,17,0
SPB-08706,2020-04-30 23:24,1023,한국종합기술사옥 앞,11,2020-05-01 0:00,1044,굽은다리역,2,34,4840
SPB-33331,2020-04-30 22:46,1640,한내근린공원 북측,0,2020-05-01 0:00,1641,한내근린공원 남측,0,74,0
SPB-33967,2020-04-30 23:34,207,여의나루역 1번출구 앞,0,2020-05-01 0:00,228,선유도역 3번출구 앞,0,26,0
SPB-31190,2020-04-30 23:34,1320,LG베스트샵 종암점,0,2020-05-01 0:00,622,전농사거리 교통섬,0,26,0
SPB-31432,2020-04-30 23:52,1601,석계역 문화광장 내 자전거 보관소,0,2020-05-01 0:00,1603,롯데캐슬 102동 코너(월계주유소건너),0,8,0
SPB-33982,2020-04-30 23:06,249,여의도중학교 옆,0,2020-05-01 0:00,293,충북 미래관,0,54,0
SPB-34140,2020-04-30 22:40,1641,한내근린공원 남측,0,2020-05-01 0:00,1641,한내근린공원 남측,0,80,0
SPB-24014,2020-04-30 23:21,1908,해원리바파크 육교 밑,2,2020-05-01 0:00,1907,구일우성(아) 육교 밑,7,37,4170
SPB-02110,2020-04-30 23:49,1153,"발산역 1번, 9번 인근 대여소",8,2020-05-01 0:00,1126,우장산역 1번출구옆(우장산아이파크105동앞),3,11,0
SPB-31945,2020-04-30 22:35,1231,잠실역 6번출구,0,2020-05-01 0:00,2619,석촌고분역 4번출구,0,85,0
SPB-32879,2020-04-30 23:39,131,증산2교,0,2020-05-01 0:00,916,평생학습관 앞,0,21,0
SPB-33765,2020-04-30 23:09,111,상수역 2번출구 앞,0,2020-05-01 0:01,704,남부법원검찰청 교차로,0,51,0
SPB-32837,2020-04-30 23:10,1451,중랑세무서,0,2020-05-01 0:01,1451,중랑세무서,0,51,0
SPB-31337,2020-04-30 23:14,1285,위례별 유치원 뒤,0,2020-05-01 0:01,1201,가락시장역 3번 출구,0,47,0
SPB-23418,2020-04-30 23:03,2179,양녕로 입구,1,2020-05-01 0:01,2179,양녕로 입구,1,57,6510
SPB-33186,2020-04-30 23:10,1451,중랑세무서,0,2020-05-01 0:01,1451,중랑세무서,0,50,0
SPB-31085,2020-04-30 22:42,643,동대문구민체육센터 (육교아래),0,2020-05-01 0:01,643,동대문구민체육센터 (육교아래),0,78,0
SPB-33716,2020-04-30 23:30,1355,보문2교,0,2020-05-01 0:01,1355,보문2교,0,31,0
SPB-10868,2020-04-30 23:56,1110,공항중학교앞,2,2020-05-01 0:01,2702,마곡 엠밸리2단지,19,4,810
SPB-15171,2020-04-30 23:53,1286,위례중앙푸르지오 1단지 앞,2,2020-05-01 0:01,1229,송파체육문화회관 앞,13,7,2150
SPB-17959,2020-04-30 23:53,1286,위례중앙푸르지오 1단지 앞,5,2020-05-01 0:01,1229,송파체육문화회관 앞,12,6,2120
SPB-33515,2020-04-30 23:08,1688,마들역 7번출구,0,2020-05-01 0:01,1688,마들역 7번출구,0,52,0
SPB-31787,2020-04-30 23:12,1044,굽은다리역,0,2020-05-01 0:01,1019,다성이즈빌아파트(호원대 대각선 맞은편),0,48,0
SPB-16785,2020-04-30 23:35,1339,삼성전자서비스 성북센터,4,2020-05-01 0:01,1616,하계2동 공항버스정류장 옆,6,25,4590
SPB-25411,2020-04-30 23:39,1268,몽촌토성역 1번출구 옆,11,2020-05-01 0:01,1282,송파소방서 맞은편(성내4교),7,20,3890
SPB-18194,2020-04-30 23:49,2140,신림1교 교차로,2,2020-05-01 0:01,2183,동방1교,6,11,1330
SPB-30275,2020-04-30 22:27,2342,대청역 1번출구  뒤,0,2020-05-01 0:01,141,연대 대운동장 옆,0,94,0
SPB-19053,2020-04-30 23:37,1293,석촌호교차로 (스타벅스 앞),4,2020-05-01 0:01,1203,밀리아나2빌딩 앞,18,22,3190
SPB-15307,2020-04-30 22:49,272,당산육갑문,12,2020-05-01 0:01,1987,개봉아이파크아파트 앞,14,71,12940
SPB-33842,2020-04-30 23:16,2177,신대방역 2번 출구,0,2020-05-01 0:01,2109,은천로입구 가로공원,0,45,0
SPB-32111,2020-04-30 22:12,2013,장승배기역 5번출구,0,2020-05-01 0:01,2013,장승배기역 5번출구,0,109,0
SPB-04576,2020-04-30 23:53,818,숙명여대 입구 교차로,1,2020-05-01 0:01,846,용산중학교,15,8,1130
SPB-16543,2020-04-30 23:02,1173,강서구청사거리(SH타워),5,2020-05-01 0:01,1173,강서구청사거리(SH타워),4,58,0
SPB-31992,2020-04-30 23:45,2301,현대고등학교 건너편,0,2020-05-01 0:01,2307,압구정 한양 3차 아파트,0,16,0
SPB-32014,2020-04-30 23:41,210,IFC몰,0,2020-05-01 0:01,221,여의도초교 앞,0,20,0
SPB-21851,2020-04-30 22:56,152,마포구민체육센터 앞,10,2020-05-01 0:01,1149,신방화역환승주차장,1,63,9510
SPB-02270,2020-04-30 23:08,133,해담는다리,14,2020-05-01 0:01,133,해담는다리,13,52,11090
SPB-04838,2020-04-30 23:33,316,종각역 1번출구 앞,1,2020-05-01 0:01,820,청파동입구 교차로,9,26,4570
SPB-12120,2020-04-30 23:08,502,뚝섬유원지역 1번출구 앞,9,2020-05-01 0:01,502,뚝섬유원지역 1번출구 앞,6,53,9890
SPB-30673,2020-04-30 23:55,2230,이수역 4번 출구,0,2020-05-01 0:01,2265,이수고가차도 남단,0,6,0
SPB-21273,2020-04-30 23:55,1530,광산사거리,8,2020-05-01 0:01,1535,효성인텔리안 앞,2,6,1030
SPB-33106,2020-04-30 23:23,1201,가락시장역 3번 출구,0,2020-05-01 0:01,1226,잠실4동 주민센터 옆,0,38,0
SPB-30983,2020-04-30 23:44,106,합정역 7번출구 앞,0,2020-05-01 0:01,151,망원1동주민센터,0,17,0
SPB-23924,2020-04-30 23:27,106,합정역 7번출구 앞,4,2020-05-01 0:01,176,명지대학교 도서관,3,32,5070
SPB-15060,2020-04-30 23:20,1192,마곡수명산파크 209동 건너편,2,2020-05-01 0:01,1180,마곡엠밸리 15단지(1502동) 건너편,13,40,7280
SPB-32674,2020-04-30 23:46,1224,아시아지하보도 2번 출구,0,2020-05-01 0:01,2619,석촌고분역 4번출구,0,16,0
SPB-33776,2020-04-30 23:20,289,대림3동사거리,0,2020-05-01 0:01,830,청암자이아파트앞,0,41,0
SPB-24966,2020-04-30 23:32,633,청량리 기업은행 앞,7,2020-05-01 0:01,1449,상봉역 1번출구,4,28,4470
SPB-25161,2020-04-30 23:12,3514,왕십리교회옆,8,2020-05-01 0:01,3514,왕십리교회옆,5,48,9530
SPB-02161,2020-04-30 23:50,900,은평예술회관,1,2020-05-01 0:01,922,연신내역 4번출구,10,11,2370
SPB-12202,2020-04-30 23:40,1169,염창역 1번 출구,1,2020-05-01 0:01,1171,염창동 새마을금고 건너편 (모닝글로리),7,20,1240
SPB-13972,2020-04-30 23:25,2174,삼성디지털프라자관악점,10,2020-05-01 0:01,234,영등포구민체육센터 앞,1,36,5590
SPB-14054,2020-04-30 23:50,1920,서울미래초등학교 사거리,5,2020-05-01 0:01,1984,구로구청,1,10,1440
SPB-33991,2020-04-30 23:21,1201,가락시장역 3번 출구,0,2020-05-01 0:01,1226,잠실4동 주민센터 옆,0,40,0
SPB-34080,2020-04-30 23:50,543,구의공원(테크노마트 앞),0,2020-05-01 0:01,1209,잠실나루역 (2번 출구 쪽),0,12,0
SPB-23409,2020-04-30 23:18,1208,풍납현대아파트쉼터,1,2020-05-01 0:01,1021,강일동 리슈빌 빌딩앞,13,37,7490
SPB-33486,2020-04-30 22:22,917,녹번역 4번출구,0,2020-05-01 0:01,917,녹번역 4번출구,0,100,0
SPB-33157,2020-04-30 23:43,207,여의나루역 1번출구 앞,0,2020-05-01 0:01,146,마포역 2번출구 뒤,0,18,0
SPB-19261,2020-04-30 23:52,1373,성북구보건소 건너편,4,2020-05-01 0:01,1353,금호어울림센터힐 내,6,9,1790
SPB-30789,2020-04-30 22:39,2297,남부터미널역 1번출구,0,2020-05-01 0:01,2297,남부터미널역 1번출구,0,83,0
SPB-22862,2020-04-30 22:33,1250,문정2동 주민센터,9,2020-05-01 0:01,2060,남성역3번출구 뒤,1,86,18050
SPB-13395,2020-04-30 23:07,2179,양녕로 입구,5,2020-05-01 0:01,2179,양녕로 입구,3,54,10670
SPB-15919,2020-04-30 23:15,1264,천호역 10번 출구 앞,2,2020-05-01 0:01,1002,해공공원(천호동),3,46,0
SPB-21337,2020-04-30 22:06,1332,석계역 5번출구 건너편,10,2020-05-01 0:02,1332,석계역 5번출구 건너편,1,108,21250
SPB-33792,2020-04-30 23:43,207,여의나루역 1번출구 앞,0,2020-05-01 0:02,146,마포역 2번출구 뒤,0,19,0
SPB-32380,2020-04-30 23:49,252,보라매역4번출구,0,2020-05-01 0:02,2066,양문교회 앞,0,13,0
SPB-33672,2020-04-30 23:29,203,국회의사당역 3번출구 옆,0,2020-05-01 0:02,250,대림아파트 사거리,0,32,0
SPB-33105,2020-04-30 23:53,1535,효성인텔리안 앞,0,2020-05-01 0:02,1741,제일강산수산입구,0,9,0
SPB-32311,2020-04-30 23:20,221,여의도초교 앞,0,2020-05-01 0:02,146,마포역 2번출구 뒤,0,42,0
SPB-17643,2020-04-30 23:48,3542,래미안 구의파크 스위트,1,2020-05-01 0:02,540,군자역 7번출구 베스트샵 앞,8,13,2590
SPB-07807,2020-04-30 23:04,502,뚝섬유원지역 1번출구 앞,2,2020-05-01 0:02,502,뚝섬유원지역 1번출구 앞,12,54,10320
SPB-31499,2020-04-30 23:46,650,중랑교사거리,0,2020-05-01 0:02,635,시조사 앞 (청량고정문 옆),0,16,0
SPB-24779,2020-04-30 23:50,722,LG전자베스트샵 신정점,8,2020-05-01 0:02,763,목동11단지 아파트,7,11,1310
SPB-15165,2020-04-30 23:05,242,신길선원가와인아파트 앞,13,2020-05-01 0:02,2054,삼익아파트,7,55,6320
SPB-16079,2020-04-30 23:16,1059,래미안 강동팰리스(102동),10,2020-05-01 0:02,1050,둔촌역 3번 출입구,5,44,7350
SPB-32526,2020-04-30 22:24,507,성수아이에스비즈타워 앞,0,2020-05-01 0:02,507,성수아이에스비즈타워 앞,0,98,0
SPB-33782,2020-04-30 23:40,1450,화랑대역 7번출구,0,2020-05-01 0:02,650,중랑교사거리,0,22,0
SPB-25177,2020-04-30 23:50,2140,신림1교 교차로,7,2020-05-01 0:02,2183,동방1교,8,11,1170
SPB-31710,2020-04-30 23:27,2173,당곡사거리,0,2020-05-01 0:02,234,영등포구민체육센터 앞,0,34,0
SPB-21126,2020-04-30 22:16,1332,석계역 5번출구 건너편,10,2020-05-01 0:02,1332,석계역 5번출구 건너편,1,103,21520
SPB-30506,2020-04-30 23:51,1533,"번동 주공3, 4단지 교차로",0,2020-05-01 0:02,1536,번동 두산위브 101동 옆,0,11,0
SPB-30381,2020-04-30 23:06,757,신정이펜하우스 1단지아파트 입구 사거리,0,2020-05-01 0:02,723,SBS방송국,0,56,0
SPB-02367,2020-04-30 23:09,146,마포역 2번출구 뒤,5,2020-05-01 0:02,146,마포역 2번출구 뒤,4,52,11640
SPB-20966,2020-04-30 23:45,525,한양대병원사거리,9,2020-05-01 0:02,622,전농사거리 교통섬,13,15,1980
SPB-31066,2020-04-30 23:47,2368,도곡동 경남아파트 건너편,0,2020-05-01 0:02,2274,양재시민의숲역 3번출구,0,15,0
SPB-31921,2020-04-30 23:38,2262,한신16차아파트 119동 앞,0,2020-05-01 0:02,809,한남 유수지 복개주차장,0,24,0
SPB-13325,2020-04-30 23:48,1943,온수역 북측,3,2020-05-01 0:02,1929,고척근린공원 고척도서관 앞,8,14,3530
SPB-23402,2020-04-30 23:42,2280,서울서초고용센터앞,8,2020-05-01 0:02,2502,서초역1번출구 앞,7,18,1960
SPB-11918,2020-04-30 21:55,229,양평1 보행육교 앞,5,2020-05-01 0:02,207,여의나루역 1번출구 앞,21,124,8120
SPB-05274,2020-04-30 22:35,135,명물길 원형무대 앞,10,2020-05-01 0:02,130,신촌역(2호선) 7번출구 앞,8,86,11840
SPB-34136,2020-04-30 23:31,1955,디지털입구 교차로,0,2020-05-01 0:02,1853,서울디자인직업전문학교 앞,0,31,0
SPB-32129,2020-04-30 23:27,1332,석계역 5번출구 건너편,0,2020-05-01 0:02,1308,안암로터리 버스정류장 앞,0,35,0
SPB-32180,2020-04-30 23:54,906,연신내역 5번출구150M 아래,0,2020-05-01 0:02,931,역촌파출소,0,8,0
SPB-13164,2020-04-30 23:51,642,신답역 사거리,3,2020-05-01 0:02,525,한양대병원사거리,2,10,1380
SPB-17301,2020-04-30 23:59,585,성수2가1동 공영주차장 인근,9,2020-05-01 0:02,509,이마트 버스정류소 옆,15,3,510
SPB-32738,2020-04-30 23:38,755,목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),0,2020-05-01 0:02,752,성원2차 아파트,0,24,0
SPB-01910,2020-04-30 23:44,2170,조원동서울본병원,4,2020-05-01 0:02,2127,보성운수차고지 맞은편,5,17,2360
SPB-00403,2020-04-30 23:10,146,마포역 2번출구 뒤,5,2020-05-01 0:02,146,마포역 2번출구 뒤,3,52,10240
SPB-22374,2020-04-30 23:54,906,연신내역 5번출구150M 아래,4,2020-05-01 0:02,932,예일여중,1,7,860
SPB-16997,2020-04-30 23:57,568,청계8가사거리 부근,10,2020-05-01 0:02,378,청계7가 사거리,8,5,800
SPB-32718,2020-04-30 23:38,755,목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),0,2020-05-01 0:02,752,성원2차 아파트,0,24,0
SPB-32220,2020-04-30 22:34,135,명물길 원형무대 앞,0,2020-05-01 0:02,130,신촌역(2호선) 7번출구 앞,0,88,0
SPB-33876,2020-04-30 23:57,1429,장안중학교,0,2020-05-01 0:02,1403,중화빌딩 앞 (동부시장),0,6,0
SPB-24354,2020-04-30 23:35,602,장안동 사거리,3,2020-05-01 0:02,602,장안동 사거리,5,26,3420
SPB-12173,2020-04-30 23:46,844,이촌2동 동원베네스트 아파트 앞,4,2020-05-01 0:02,834,효창공원앞역 3번출구 뒤,6,15,1790
SPB-32616,2020-04-30 22:39,622,전농사거리 교통섬,0,2020-05-01 0:02,439,마포어린이공원,0,83,0
SPB-18304,2020-04-30 23:49,719,홍익병원앞 교차로,9,2020-05-01 0:02,729,서부식자재마트 건너편,6,13,2910
SPB-34265,2020-04-30 23:57,2274,양재시민의숲역 3번출구,0,2020-05-01 0:02,2294,두상빌딩 앞,0,6,0
SPB-22035,2020-04-30 23:30,3501,광진구청 앞,2,2020-05-01 0:02,1060,천일초교 사거리,1,30,5280
SPB-05890,2020-04-30 21:55,229,양평1 보행육교 앞,1,2020-05-01 0:02,207,여의나루역 1번출구 앞,2,127,9840
SPB-14422,2020-04-30 21:48,280,양평동6차현대아파트 앞,10,2020-05-01 0:02,207,여의나루역 1번출구 앞,1,134,9800
SPB-33754,2020-04-30 23:26,907,CJ 드림시티,0,2020-05-01 0:02,962,은평뉴타운 힐데스하임,0,36,0
SPB-31218,2020-04-30 23:53,184,SK망원동주유소 건너편,0,2020-05-01 0:02,153,성산2교 사거리,0,9,0
SPB-17060,2020-04-30 23:47,1201,가락시장역 3번 출구,8,2020-05-01 0:02,2377,수서역 5번출구 뒤,10,14,1800
SPB-33671,2020-04-30 23:34,252,보라매역4번출구,0,2020-05-01 0:03,252,보라매역4번출구,0,29,0
SPB-31354,2020-04-30 21:24,400,상암한화오벨리스크 1차 앞,0,2020-05-01 0:03,400,상암한화오벨리스크 1차 앞,0,158,0
SPB-15302,2020-04-30 23:13,735,영도초등학교,10,2020-05-01 0:03,735,영도초등학교,10,48,520
SPB-30668,2020-04-30 23:34,252,보라매역4번출구,0,2020-05-01 0:03,252,보라매역4번출구,0,29,0
SPB-30159,2020-04-30 23:57,2000,신도림4차 e편한세상 아파트 1109동 앞,0,2020-05-01 0:03,1906,신도림역 1번 출구 앞,0,6,0
SPB-31159,2020-04-30 22:57,2025,흑석역 1번출구,0,2020-05-01 0:03,2002,노들역 1번출구,0,66,0
SPB-32150,2020-04-30 21:44,1044,굽은다리역,0,2020-05-01 0:03,1231,잠실역 6번출구,0,138,0
SPB-33510,2020-04-30 23:31,1117,스타벅스앞,0,2020-05-01 0:03,1173,강서구청사거리(SH타워),0,32,0
SPB-30571,2020-04-30 23:54,2727,서울식물원 잔디마당 앞,0,2020-05-01 0:03,1125,명덕고교입구(영종빌딩),0,9,0
SPB-03503,2020-04-30 23:53,958,신한은행 응암동 지점 앞,10,2020-05-01 0:03,931,역촌파출소,1,10,950
SPB-19866,2020-05-01 0:01,1706,기업은행 앞,5,2020-05-01 0:03,1733,방학사거리 (봄마당 앞),12,1,330
SPB-09488,2020-04-30 23:58,568,청계8가사거리 부근,8,2020-05-01 0:03,431,청계천 영도교,12,3,490
SPB-31839,2020-04-30 23:58,1251,석촌역 2번출구,0,2020-05-01 0:03,1297,석촌호수교차로(동호 팔각정 앞),0,5,0
SPB-23890,2020-04-30 23:50,1209,잠실나루역 (2번 출구 쪽),1,2020-05-01 0:03,1208,풍납현대아파트쉼터,1,11,2070
SPB-05618,2020-04-30 23:55,1617,하계동 중평어린이공원 앞,11,2020-05-01 0:03,1668,중계역 6번출구,10,7,1230
SPB-16151,2020-04-30 23:21,2183,동방1교,20,2020-05-01 0:03,2177,신대방역 2번 출구,9,41,390
SPB-18027,2020-04-30 23:15,1411,상봉시장앞 교차로 한성빌딩 앞,1,2020-05-01 0:03,1401,극동늘푸른아파트,10,47,7400
SPB-23078,2020-04-30 23:15,569,응봉현대아파트 정류소,10,2020-05-01 0:03,569,응봉현대아파트 정류소,4,44,11580
SPB-13867,2020-04-30 22:38,1231,잠실역 6번출구,10,2020-05-01 0:03,1210,롯데월드타워(잠실역2번출구 쪽),24,84,0
SPB-10115,2020-04-30 23:59,568,청계8가사거리 부근,7,2020-05-01 0:03,431,청계천 영도교,8,3,270
SPB-33822,2020-04-30 23:15,1059,래미안 강동팰리스(102동),0,2020-05-01 0:03,1050,둔촌역 3번 출입구,0,47,0
SPB-07510,2020-04-30 23:09,275,신동아아파트,1,2020-05-01 0:03,2140,신림1교 교차로,8,52,10880
SPB-13620,2020-04-30 22:51,272,당산육갑문,19,2020-05-01 0:03,1987,개봉아이파크아파트 앞,5,71,13090
SPB-33597,2020-04-30 23:56,914,새절역 2번출구,0,2020-05-01 0:03,956,응암시장교차로,0,7,0
SPB-07053,2020-04-30 23:47,170,가재울 뉴타운 주유소 옆,5,2020-05-01 0:03,107,신한은행 서교동금융센터점 앞,3,15,2980
SPB-32417,2020-04-30 22:44,1512,강북중학교 앞,0,2020-05-01 0:03,643,동대문구민체육센터 (육교아래),0,79,0
SPB-21374,2020-04-30 23:14,569,응봉현대아파트 정류소,1,2020-05-01 0:03,569,응봉현대아파트 정류소,1,48,11560
